season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,Down,Distance,MapRolePasser,MapRoleReceiver,FootballStatus,FootballPlayResult,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_TOP,Result,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,Drive_Yards,MapRoleRusher,FootballYards,MapRolePunter,FootballPuntYards,MapRolePuntreturner,FootballPuntRetYards,MapRolePassDefender,MapRoleTackler2,FootballMainScoringPlay,FootballConvAttPts,MapRoleQbHitter,MapRoleSacker1,FootballTimeoutTeamId,MapRoleSacker2,MapRoleInterceptor,FootballKickYards,punt_attempt,pass_touchdown,rush_touchdown,touchdown
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,1,1679785441.198176,,2023-03-25 23:04:01.198176,EventStart,Game Start Marker,,True,1,15,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,10005,2302022-STL-at-VGS,900,1800,3600,15:00,3,3,Home,35,,7,,,,1.0,65,0,0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,7,1679785470.0,68670,2023-03-25 23:04:30.000000,EventFootballKickoff,FROM VGS 30 (15:00) 47 B. Giffen kicks from VGS 30. 11 D. Shepherd to STL 18 for 15 yards (8 J. Lovett),,True,1,15,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,1,2302022-STL-at-VGS,900,1800,3600,15:00,3,3,Home,30,1,5,,,,0.0,30,0,0,,,,,StatusOfficial,ResultKickReturned,,,,,,21872,22012,11,15.0,Visitor,18.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,6,1679785519.0,68719,2023-03-25 23:05:19.000000,EventFootballPass,1-10-STL 18 (14:51) 10 A. McCarron pass incomplete to 88 H. Butler,,True,1,14,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,2,2302022-STL-at-VGS,891,1791,3591,14:51,3,3,Visitor,18,1,5,,,,0.0,82,0,0,1.0,10.0,22026,22333,StatusOfficial,ResultPassIncomplete,Visitor,18.0,1.0,0:09, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,9,1679785552.0,68752,2023-03-25 23:05:52.000000,EventFootballPass,2-10-STL 18 (14:26) 10 A. McCarron pass incomplete to 11 D. Shepherd,,True,1,14,26,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,3,2302022-STL-at-VGS,866,1766,3566,14:26,3,3,Visitor,18,1,5,,,,0.0,82,0,0,2.0,10.0,22026,21822,StatusOfficial,ResultPassIncomplete,Visitor,18.0,2.0,0:34, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,13,1679785616.0,68816,2023-03-25 23:06:56.000000,EventFootballPenalty,"3-10-STL 18 (13:47) PENALTY on (STL) 75 J. Jones-Smith, 9 yards",,True,1,13,47,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,4,2302022-STL-at-VGS,827,1727,3527,13:47,3,3,Visitor,18,1,5,,,,0.0,82,0,0,3.0,10.0,,,StatusOfficial,,Visitor,18.0,2.0,1:13, ,,,,,,,5,20855,9.0,ResultPenaltyRepeatdown,NA,-9.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,15,1679785653.0,68853,2023-03-25 23:07:33.000000,EventFootballRush,3-19-STL 9 (13:32) 23 B. Hill rush to STL 12 for 3 yards (29 C. Avery),,True,1,13,32,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,5,2302022-STL-at-VGS,812,1712,3512,13:32,3,3,Visitor,9,1,5,,,,0.0,91,0,0,3.0,19.0,,,StatusOfficial,,Visitor,18.0,3.0,1:36, ,20066,,,,,,,,,,,-6.0,20688,3.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,18,1679785689.0,68889,2023-03-25 23:08:09.000000,EventFootballPunt,"4-16-STL 12 (12:56) 16 S. Hofrichter punts 45 yards, downed at VGS 43",,True,1,12,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,6,2302022-STL-at-VGS,776,1676,3476,12:56,3,3,Visitor,12,1,5,,,,0.0,88,0,0,4.0,16.0,,,StatusOfficial,ResultKickDowned,Visitor,18.0,3.0,2:04,PUNT,,,,,Home,43.0,,,,,,-6.0,,,20704,45.0,,,,,,,,,,,,,1,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,20,1679785736.0,68936,2023-03-25 23:08:56.000000,EventFootballPass,1-10-VGS 43 (12:46) 12 L. Perez pass to 80 S. Price to VGS 46 for 3 yards (51 W. Harvey),,True,1,12,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,7,2302022-STL-at-VGS,766,1666,3466,12:46,3,3,Home,43,2,7,,,,1.0,57,0,0,1.0,10.0,21207,21259,StatusOfficial,ResultPassComplete,Home,43.0,1.0,0:18, ,20647,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,22,1679785766.0,68966,2023-03-25 23:09:26.000000,EventFootballPass,2-7-VGS 46 (12:16) 12 L. Perez pass to 13 J. Badet to VGS 45 for -1 yards (24 L. Hill),,True,1,12,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,8,2302022-STL-at-VGS,736,1636,3436,12:16,3,3,Home,46,2,7,,,,1.0,54,0,0,2.0,7.0,21207,20072,StatusOfficial,ResultPassComplete,Home,43.0,2.0,0:47, ,22870,,,,,,,,,,,2.0,,-1.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,26,1679785803.0,69003,2023-03-25 23:10:03.000000,EventFootballPass,3-8-VGS 45 (11:38) 12 L. Perez pass to 14 C. Sweeting to Midfield for 5 yards (26 N. Meadors),,True,1,11,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,9,2302022-STL-at-VGS,698,1598,3398,11:38,3,3,Home,45,2,7,,,,1.0,55,0,0,3.0,8.0,21207,21507,StatusOfficial,ResultPassComplete,Home,43.0,3.0,1:26, ,22352,,,,,,,,,,,7.0,,5.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0
