season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleTackler2,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,down,ydstogo,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,FootballTimeoutTeamId,MapRoleQbHitter,FootballMainScoringPlay,FootballConvAttPts,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,2,1682809674.5828185,,2023-04-29 23:07:54.582819,EventStart,Game Start Marker,,True,1,15,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,10005,2303002-SouthChamp,900,1800,3600,15:00,1,,,0.0,ARL,HOU,0.0,3,3,3.0,3.0,Home,30,1,30.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,4,1682809718.0,68918,2023-04-29 23:08:38.000000,EventFootballKickoff,"FROM HOU 30 (14:59) 8 A. Jones kicks from HOU 30. 16 R. Hall to ARL 25 for 9 yards (36 C. Brice, 35 J. Cox)",,True,1,14,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,1,2303002-SouthChamp,899,1799,3599,14:59,1,,,0.0,ARL,HOU,0.0,3,3,3.0,3.0,Home,30,1,30.0,0,0,0,21918,21854,22903,22529,StatusOfficial,ResultKickReturned,9.0,Visitor,25.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,6,1682809771.0,68971,2023-04-29 23:09:31.000000,EventFootballRush,1-10-ARL 25 (14:46) 12 L. Perez rush to ARL 31 for 6 yards (11 T. Beckett),,True,1,14,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,2,2303002-SouthChamp,886,1786,3586,14:46,1,,,0.0,ARL,HOU,0.0,3,3,3.0,3.0,Visitor,25,1,75.0,0,0,0,20107,,,,StatusOfficial,,,,,21207,1.0,10.0,6.0,Visitor,25.0,1.0,6.0,0:29, ,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,8,1682809804.0,69004,2023-04-29 23:10:04.000000,EventFootballRush,"2-4-ARL 31 (14:12) 2 D. Smith rush to ARL 33 for 2 yards (98 C. Brewer, 96 J. Heflin)",,True,1,14,12,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,3,2303002-SouthChamp,852,1752,3552,14:12,1,,,0.0,ARL,HOU,0.0,3,3,3.0,3.0,Visitor,31,1,69.0,0,0,0,21989,22875,,,StatusOfficial,,,,,22305,2.0,4.0,2.0,Visitor,25.0,2.0,8.0,1:01, ,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,10,1682809833.0,69033,2023-04-29 23:10:33.000000,EventFootballRush,"3-2-ARL 33 (13:44) 2 D. Smith rush to ARL 43 for 10 yards (29 A. Hendy, 52 E. Ellerbee)",,True,1,13,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,4,2303002-SouthChamp,824,1724,3524,13:44,1,,,0.0,ARL,HOU,0.0,3,3,3.0,3.0,Visitor,33,1,67.0,0,0,0,20675,21857,,,StatusOfficial,,,,,22305,3.0,2.0,10.0,Visitor,25.0,3.0,18.0,1:33, ,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,12,1682809868.0,69068,2023-04-29 23:11:08.000000,EventFootballRush,1-10-ARL 43 (13:08) 2 D. Smith rush to HOU 33 for 24 yards (4 W. Likely),,True,1,13,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,5,2303002-SouthChamp,788,1688,3488,13:08,1,,,0.0,ARL,HOU,0.0,3,3,3.0,3.0,Visitor,43,1,57.0,0,0,0,22601,,,,StatusOfficial,,,,,22305,1.0,10.0,24.0,Visitor,25.0,4.0,42.0,2:18, ,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,14,1682809906.0,69106,2023-04-29 23:11:46.000000,EventFootballPass,1-10-HOU 33 (12:32) 12 L. Perez pass to 85 T. Vaughns to HOU 36 for -3 yards (11 T. Beckett),,True,1,12,32,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,6,2303002-SouthChamp,752,1652,3452,12:32,1,,,0.0,ARL,HOU,0.0,3,3,3.0,3.0,Home,33,1,33.0,0,0,0,20107,,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,-3.0,Visitor,25.0,5.0,39.0,2:46, ,21207,22363,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,19,1682809944.0,69144,2023-04-29 23:12:24.000000,EventFootballRush,"2-13-HOU 36 (11:54) 35 B. Herrien rush to HOU 31 for 5 yards (52 E. Ellerbee, 3 A. Harris)",,True,1,11,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,7,2303002-SouthChamp,714,1614,3414,11:54,1,,,0.0,ARL,HOU,0.0,3,3,3.0,3.0,Home,36,1,36.0,0,0,0,21857,20633,,,StatusOfficial,,,,,20679,2.0,13.0,5.0,Visitor,25.0,6.0,45.0,3:23, ,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,20,1682809990.0,69190,2023-04-29 23:13:10.000000,EventFootballTimeout,3-8-HOU 31 (11:12) Timeout by Arlington Renegades at 11:12,,True,1,11,12,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,8,2303002-SouthChamp,672,1572,3372,11:12,1,,,0.0,ARL,HOU,0.0,3,3,3.0,3.0,Home,31,1,31.0,0,0,0,,,,,StatusOfficial,,,,,,3.0,8.0,,Visitor,25.0,6.0,44.0,3:48, ,,,1,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,22,1682810059.0,69259,2023-04-29 23:14:19.000000,EventFootballPass,3-8-HOU 31 (11:08) 12 L. Perez pass to 80 S. Cannella to HOU 21 for 10 yards (3 A. Harris),,True,1,11,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,9,2303002-SouthChamp,668,1568,3368,11:08,1,,,0.0,ARL,HOU,0.0,2,3,2.0,2.0,Home,31,1,31.0,0,0,0,20633,,,,StatusOfficial,ResultPassComplete,,,,,3.0,8.0,10.0,Visitor,25.0,7.0,54.0,4:07, ,21207,22030,,,,,0.0,0.0,0.0,0.0,0.0
