season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,down,ydstogo,MapRoleTackler1,MapRoleTackler2,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,MapRoleQbHitter,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_TOP,Result,FootballYards,Drive_Yards,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRoleRusher,FootballTimeoutTeamId,FootballMainScoringPlay,FootballConvAttPts,MapRoleSacker1,MapRoleSacker2,MapRolePassDefender,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,1,1681067049.5848536,,2023-04-09 19:04:09.584854,EventStart,Game Start Marker,,True,1,15,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,10005,2302031-HOU-at-SA,900,1800,3600,15:00,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Home,35,1,35.0,0,0,0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,3,1681067057.0,50657,2023-04-09 19:04:17.000000,EventFootballKickoff,"1-10-SA 35 (15:00) 23 P. Romo kicks from SA 35. 20 D. Lee to HOU 30 for 20 yards (3 B. Davis, 20 K. Siverand)",,True,1,15,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,1,2302031-HOU-at-SA,900,1800,3600,15:00,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Home,35,1,35.0,0,0,0,1.0,10.0,20362,21419,21775,20940,StatusOfficial,ResultKickReturned,20.0,Visitor,30.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,5,1681067122.0,50722,2023-04-09 19:05:22.000000,EventFootballPass,1-10-HOU 30 (14:42) 12 B. Silvers pass dropped by 1 D. Burnett QB Hit by 33 D. Beesley,,True,1,14,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,2,2302031-HOU-at-SA,882,1782,3582,14:42,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Visitor,30,1,70.0,0,0,0,1.0,10.0,,,,,StatusOfficial,ResultPassDropped,,,,21984,20229,21740,Visitor,30.0,1.0,0:28, ,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,7,1681067140.0,50740,2023-04-09 19:05:40.000000,EventFootballPass,2-10-HOU 30 (14:25) 12 B. Silvers pass incomplete to 26 B. Alleyne,,True,1,14,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,3,2302031-HOU-at-SA,865,1765,3565,14:25,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Visitor,30,1,70.0,0,0,0,2.0,10.0,,,,,StatusOfficial,ResultPassIncomplete,,,,21984,20033,,Visitor,30.0,2.0,0:35, ,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,9,1681067178.0,50778,2023-04-09 19:06:18.000000,EventFootballPass,3-10-HOU 30 (13:52) 12 B. Silvers pass to 10 J. Smith to HOU 40 for 10 yards (24 R. Lewis),,True,1,13,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,4,2302031-HOU-at-SA,832,1732,3532,13:52,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Visitor,30,1,70.0,0,0,0,3.0,10.0,21761,,,,StatusOfficial,ResultPassComplete,,,,21984,21441,,Visitor,30.0,3.0,1:21, ,10.0,10.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,11,1681067205.0,50805,2023-04-09 19:06:45.000000,EventFootballPass,"1-10-HOU 40 (13:26) 12 B. Silvers pass to 2 C. Byrd to HOU 43 for 3 yards (33 D. Beesley, 15 J. Williams)",,True,1,13,26,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,5,2302031-HOU-at-SA,806,1706,3506,13:26,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Visitor,40,1,60.0,0,0,0,1.0,10.0,21740,21974,,,StatusOfficial,ResultPassComplete,,,,21984,20241,,Visitor,30.0,4.0,1:46, ,3.0,13.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,13,1681067242.0,50842,2023-04-09 19:07:22.000000,EventFootballPass,2-7-HOU 43 (12:49) 12 B. Silvers pass incomplete to 83 M. Bandy QB Hit by 33 D. Beesley,,True,1,12,49,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,6,2302031-HOU-at-SA,769,1669,3469,12:49,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Visitor,43,1,57.0,0,0,0,2.0,7.0,,,,,StatusOfficial,ResultPassIncomplete,,,,21984,22900,21740,Visitor,30.0,5.0,2:15, ,,13.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,15,1681067288.0,50888,2023-04-09 19:08:08.000000,EventFootballPenalty,"3-7-HOU 43 (12:21) PENALTY on (SA) 44 M. Scott, 5 yards",,True,1,12,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,7,2302031-HOU-at-SA,741,1641,3441,12:21,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Visitor,43,1,57.0,0,0,0,3.0,7.0,,,,,StatusOfficial,,,,,,,,Visitor,30.0,5.0,2:39, ,,18.0,3,22726,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,17,1681067324.0,50924,2023-04-09 19:08:44.000000,EventFootballRush,"3-2-HOU 48 (12:06) 22 M. Borghi rush to Midfield for 2 yards (21 S. Williams, 95 K. Tongamoa)",,True,1,12,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,8,2302031-HOU-at-SA,726,1626,3426,12:06,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Visitor,48,1,52.0,0,0,0,3.0,2.0,22819,22778,,,StatusOfficial,,,,,,,,Visitor,30.0,6.0,3:07, ,2.0,20.0,,,,,,20149,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,19,1681067361.0,50961,2023-04-09 19:09:21.000000,EventFootballPass,1-10-Midfield (11:29) 12 B. Silvers pass to 22 M. Borghi to SA 30 for 20 yards (1 L. Barcoo),,True,1,11,29,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,9,2302031-HOU-at-SA,689,1589,3389,11:29,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Visitor,50,1,50.0,0,0,0,1.0,10.0,20087,,,,StatusOfficial,ResultPassComplete,,,,21984,20149,,Visitor,30.0,7.0,3:38, ,20.0,40.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,21,1681067385.0,50985,2023-04-09 19:09:45.000000,EventFootballRush,1-10-SA 30 (11:10) 12 B. Silvers rush to SA 29 for 1 yard (21 S. Williams),,True,1,11,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,10,2302031-HOU-at-SA,670,1570,3370,11:10,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Home,30,1,30.0,0,0,0,1.0,10.0,22819,,,,StatusOfficial,,,,,,,,Visitor,30.0,8.0,4:03, ,1.0,41.0,,,,,,21984,,,,,,,0.0,0.0,0.0,0.0,0.0
